,MeetID,Name,Sex,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat4Kg,BestSquatKg,Bench4Kg,BestBenchKg,Deadlift4Kg,BestDeadliftKg,TotalKg,Place,Wilks
23,0,Kevin Gingerich,M,Raw,32.0,Open Junior,71.94,75,,154.22,,115.67,,183.7,453.59,2,333.01
24,0,Juan Bollo,M,Raw,20.0,Open Junior,70.67,75,,163.29,,111.13,,204.12,478.54,1,356.03
25,0,James McManus,M,Wraps,36.0,Open Junior,74.93,75,,,,,,,,DQ,
26,0,James McManus,M,Raw,36.0,Open Junior,74.93,75,,,,115.67,,156.49,272.16,1,194.06
27,0,Scott Faircloth,M,Wraps,27.0,Open M/P/F,71.3,75,,181.44,,99.79,,188.24,469.47,1,346.96
28,0,Justin Monk,M,Raw,22.0,Open Junior,79.65,82.5,,161.03,,127.01,,197.31,485.35,2,332.27
29,0,Kevin Londe,M,Raw,23.0,Open Junior,80.1,82.5,,190.51,,120.2,,231.33,542.04,1,369.76
30,0,Brandon Plyler,M,Wraps,27.0,Open Junior,76.66,82.5,,165.56,,124.74,,201.85,492.15,1,345.47
31,0,Scott Terry,M,Multi-ply,49.0,Mst 45-49,79.11,82.5,,254.01,,131.54,,219.99,605.54,1,416.35
32,0,Matt Borquez,M,Wraps,28.0,Open Senior,81.47,82.5,,258.55,,174.63,,240.4,673.58,1,454.68
33,0,Michael Mahaffey,M,Raw,42.0,Mst 40-44,81.92,82.5,,233.6,,154.22,,247.21,635.03,1,427.22
34,0,Michael Mahaffey,M,Raw,42.0,Open Senior,81.92,82.5,,233.6,,154.22,,247.21,635.03,1,427.22
35,0,Tanner Huntley,M,Raw,21.0,Open Junior,86.55,90,,206.38,,115.67,,260.82,582.87,1,379.87
36,0,Corey McManus,M,Raw,40.0,Mst 40-44,88.54,90,,215.46,,192.78,,251.74,659.98,1,424.91
37,0,Jake Reed,M,Wraps,23.0,Open Senior,88.9,90,,233.6,,142.88,,256.28,632.76,2,406.52
38,0,Randy Rabon,M,Wraps,28.0,Open Senior,88.99,90,,,,,,,,DQ,
39,0,Randy Rabon,M,Raw,28.0,Open Senior,88.99,90,,,,165.56,,247.21,412.77,1,265.04
40,0,Dallas Norris,M,Wraps,35.0,Open Senior,89.81,90,367.41,351.53,,176.9,,292.57,821.0,1,524.69
41,0,Marty West,M,Wraps,39.0,Open Senior,89.9,90,,226.8,,,,,,DQ,
42,0,Jacob Hunt,M,Wraps,17.0,Teen 16-17,89.81,90,,158.76,,106.59,,192.78,458.13,1,292.78
43,0,Tim Workman,M,Raw,23.0,Open Senior,88.09,90,,,,197.31,,,,DQ,
44,0,James Adams,M,Raw,37.0,Open Senior,88.72,90,,,-226.8,217.72,,,217.72,1,140.02
45,0,David Luu,M,Wraps,20.0,Open Junior,96.43,100,,244.94,,147.42,,226.8,619.16,1,382.59
46,0,Danny Plyler,M,Raw,59.0,Mst 55-59,99.7,100,195.04,188.24,,176.9,,219.99,585.13,1,356.53
47,0,Jon Rand,M,Wraps,17.0,Teen 16-17,95.44,100,,242.67,,129.27,-226.8,226.8,598.74,1,371.66
48,0,Tyler Jacobs,M,Wraps,19.0,Teen 18-19,93.17,100,-219.99,210.92,,147.42,,181.44,539.78,1,338.79
49,0,Shane Langston,M,Wraps,32.0,Open Senior,99.79,100,,263.08,,185.97,,301.64,750.69,1,457.25
50,0,Andrew Mooe,M,Wraps,27.0,Open Senior,99.25,100,,226.8,,163.29,,272.16,662.25,2,404.26
51,0,Jeff Beckham,M,Raw,45.0,Mst 45-49,96.16,100,,,,172.37,,240.4,412.77,1,255.37
52,0,Raymond Hubbe,M,Raw,66.0,Mst 65-69,98.34,100,,,,149.69,,,149.69,1,91.72
53,0,Brian Hill,M,Multi-ply,28.0,Open Senior,107.5,110,,455.86,,288.03,,315.25,1059.14,1,627.86
54,0,David Crater,M,Raw,43.0,Mst 40-44,109.41,110,,,-210.92,206.38,,,206.38,1,121.66
55,0,David Crater,M,Raw,43.0,Open M/P/F,109.41,110,,,-210.92,206.38,,,206.38,1,121.66
56,0,Al Reiss,M,Wraps,61.0,Mst 60-64,101.79,110,176.9,170.1,,104.33,,167.83,442.26,1,267.3
57,0,Rob Bumgarner,M,Multi-ply,58.0,Mst 55-59,105.96,110,,,,158.76,,,158.76,1,94.57
58,0,Rob Bumgarner,M,Multi-ply,58.0,Open Senior,105.96,110,,,,158.76,,,158.76,1,94.57
59,0,Granite Austin,M,Raw,43.0,Open Senior,108.68,110,,,,,,278.96,278.96,1,164.79
60,0,Bryan Camhi,M,Wraps,17.0,Teen 16-17,120.66,125,,215.46,,149.69,,102.06,467.21,1,268.27
61,0,Jeff Jasek,M,Raw,32.0,Open Junior,120.75,125,,188.24,,124.74,,229.06,542.04,1,311.18
62,0,Barron Henderson,M,Single-ply,40.0,Open Senior,118.66,125,,362.87,,181.44,,301.64,845.95,1,487.65
63,0,Barron Henderson,M,Single-ply,40.0,Mst 40-44,118.66,125,,362.87,,181.44,,301.64,845.95,1,487.65
64,0,Will Wooten,M,Wraps,27.0,Open Senior,119.84,125,,249.48,,149.69,,281.23,680.4,2,391.3
65,0,Curtis Rabon,M,Wraps,53.0,Mst 50-54,122.56,125,,319.78,,195.04,,292.57,807.39,1,461.99
66,0,Curtis Rabon,M,Wraps,53.0,Open Senior,122.56,125,,319.78,,195.04,,292.57,807.39,1,461.99
67,0,Roger Bowles,M,Raw,43.0,Mst 40-44,124.19,125,,,,158.76,,267.62,426.38,1,243.29
68,0,Roger Bowles,M,Raw,43.0,Open 40-44,124.19,125,,,,,,267.62,267.62,1,152.71
69,0,Clark Bobo,M,Raw,37.0,Open Senior,118.84,125,,,,210.92,,,210.92,1,121.54
70,0,Gage Mason,M,Raw,25.0,Open Senior,116.21,125,,,,158.76,,,158.76,3,91.99
71,0,Logan Ibele,M,Raw,20.0,Open Senior,120.84,125,,,,195.04,,,195.04,2,111.95
72,0,Justin Ridenhour,M,Single-ply,32.0,Open Senior,123.56,125,,,,,,,,DQ,
73,0,Kyle Herbert,M,Wraps,31.0,Open Senior,128.82,140,,317.51,,199.58,,288.03,805.12,1,456.13
74,0,Derrell Boulware,M,Wraps,28.0,Open Senior,139.43,140,,276.69,,183.7,,265.35,725.74,2,405.8
75,0,Chris Senter,M,Raw,51.0,Open M/P/F,131.18,140,,,,206.38,,,206.38,1,116.54
76,0,Chris Senter,M,Raw,51.0,Mst 50-54,131.18,140,,,,206.38,,,206.38,1,116.54
77,0,Harold Collins,M,Single-ply,59.0,Mst 55-59,173.91,140+,,353.8,,204.12,,274.42,832.34,1,450.43
78,0,Jerod Dawson,M,Raw,40.0,Mst 40-44,146.24,140+,,231.33,,136.08,,231.33,598.74,1,332.47
79,1,Maggie Parsons,F,Raw,20.0,Open,48.99,52,,75.0,,37.5,,100.0,212.5,1,277.21
80,1,LeighAnn Allen,F,Raw,17.0,T2,50.8,52,,,,40.0,97.52,87.5,127.5,1,161.82
81,1,LeighAnn Allen,F,Raw,17.0,T2,50.8,52,,,,40.0,,,40.0,1,50.77
82,1,Paige Harrod,F,Raw,20.0,Open,65.09,67.5,,,,62.5,,142.5,205.0,1,214.85
83,1,Lisha Lamb,F,Raw,20.0,Open,71.3,75,,127.5,,62.5,,135.0,325.0,1,319.29
84,1,Carley Bradshaw,F,Raw,20.0,Open,71.67,75,,127.5,,57.5,,132.5,317.5,2,310.84
85,1,Chelsey Roberts,F,Raw,26.0,Novice,73.26,75,,102.5,,55.0,,127.5,285.0,1,275.02
86,1,Christina McDowell,F,Multi-ply,46.0,M2,71.21,75,,,,117.5,,,117.5,1,115.54
87,1,Natalie Mayfield,F,Wraps,38.0,Open,82.1,82.5,,140.0,,75.0,,157.5,372.5,1,336.09
88,1,Dayton Wade,M,Raw,17.0,T2,55.88,56,,,,80.0,,95.0,175.0,1,159.65
89,1,Zach Osenbaugh,M,Raw,19.0,T3,59.51,60,,,,82.5,,147.5,230.0,1,197.64
90,1,Jesus Palacios,M,Raw,18.0,T3,66.45,67.5,,137.5,,87.5,,157.5,382.5,1,298.67
91,1,Zachary Enokido,M,Raw,27.0,Open,74.62,75,,185.0,,157.5,,207.5,550.0,1,393.3
92,1,Ian Pearson,M,Raw,18.0,T3,73.3,75,,,,117.5,,160.0,277.5,1,200.97
93,1,Justice Mustain,M,Raw,19.0,T3,73.12,75,,,,82.5,,155.0,237.5,2,172.31
94,1,Jacob Lasc,M,Raw,21.0,Open,79.83,82.5,,165.0,,112.5,,185.0,462.5,1,316.17
95,1,Emanuel Moldovan,M,Raw,21.0,Novice,80.29,82.5,,,,75.0,,132.5,207.5,1,141.34
96,1,Bret Lamb,M,Raw,20.0,Open,78.24,82.5,,,,110.0,,,110.0,1,76.18
97,1,Jared Morey,M,Single-ply,36.0,Open,89.9,90,,260.0,,205.0,-305.0,295.0,760.0,1,485.45
98,1,Jared Morey,M,Single-ply,36.0,MPF,89.9,90,,260.0,,205.0,-305.0,295.0,760.0,1,485.45
99,1,Jacob Blackburn,M,Raw,18.0,T3,88.09,90,,200.0,,132.5,,195.0,527.5,1,340.53
100,1,Bret Kellock,M,Raw,19.0,T3,89.58,90,182.5,167.5,,140.0,,195.0,502.5,2,321.56
101,1,Joshua Parker,M,Raw,20.0,Novice,89.9,90,,160.0,,107.5,,197.5,465.0,1,297.02
102,1,Jeffery Martin,M,Wraps,31.0,MPF,89.36,90,,232.5,,137.5,,267.5,637.5,1,408.47
103,1,Bob Saeger,M,Single-ply,49.0,M2,86.41,90,,210.0,,152.5,200.0,195.0,557.5,1,363.66
104,1,Thomas Allen,M,Raw,50.0,M3,85.73,90,,,,95.0,,110.0,205.0,1,134.31
105,1,Thomas Allen,M,Raw,50.0,M3,85.73,90,,,,,,110.0,110.0,1,72.07
106,1,Luke Van Kirk,M,Raw,31.0,Novice,88.81,90,,165.0,,,,,,DQ,
107,1,Luke Van Kirk,M,Raw,31.0,Novice,88.81,90,,,,,,232.5,232.5,1,149.45
108,1,John Wise,M,Raw,25.0,Open,99.79,100,,187.5,,130.0,,210.0,527.5,1,321.3
109,1,Spencer Graham,M,Raw,23.0,Novice,98.88,100,,227.5,,137.5,,250.0,615.0,1,375.99
110,1,Joshua Estep,M,Raw,35.0,Novice,97.52,100,,205.0,,137.5,,212.5,555.0,2,341.28
111,1,Derrick Campbell II,M,Raw,20.0,Novice,95.03,100,,132.5,,102.5,,167.5,402.5,3,250.33
112,1,Jared Smith,M,Wraps,34.0,MPF,97.16,100,,240.0,,132.5,,227.5,600.0,1,369.54
113,1,Dayton Mooney,M,Raw,19.0,T3,99.56,100,,277.5,,150.0,272.5,265.0,692.5,1,422.2
114,1,Louis Leonarduzzi,M,Raw,19.0,T3,97.98,100,,170.0,,122.5,,177.5,470.0,2,288.44
115,1,Garrett Graham,M,Raw,28.0,Open,99.34,100,,222.5,,,,,,DQ,
116,1,Garrett Graham,M,Raw,28.0,Open,99.34,100,,,,,,265.0,265.0,1,161.71
117,1,Taylor Armstrong,M,Raw,19.0,T3,93.44,100,,,,132.5,,,132.5,1,83.05
118,1,Scott Sexton,M,Raw,29.0,Open,106.82,110,,212.5,,190.0,,257.5,660.0,1,392.07
119,1,Wesley Merritt,M,Raw,34.0,Open,106.59,110,,182.5,,140.0,,227.5,550.0,2,326.96
120,1,Scott Sexton,M,Raw,29.0,Novice,106.82,110,,212.5,,190.0,,257.5,660.0,1,392.07
121,1,Clevon Jones,M,Raw,29.0,Novice,105.23,110,,125.0,,120.0,,227.5,472.5,2,282.13
122,1,Jim Burton,M,Single-ply,36.0,MPF,102.33,110,,260.0,,182.5,,260.0,702.5,1,423.73
123,1,Walter Roberts,M,Raw,30.0,MPF,107.5,110,,192.5,,135.0,,220.0,547.5,1,324.56
124,1,Austin Robertson,M,Wraps,30.0,MPF,107.41,110,,227.5,,137.5,,272.5,637.5,1,378.01
125,1,Kody Johnson,M,Raw,18.0,T3,102.29,110,,207.5,,125.0,,205.0,537.5,1,324.25
126,1,Alexander Wolke,M,Wraps,23.0,Open,111.36,125,,230.0,,172.5,,255.0,657.5,1,385.51
127,1,Jacen Clapp,M,Wraps,18.0,T3,122.56,125,,237.5,,125.0,,237.5,600.0,1,343.32
128,1,Athoniel Collins,M,Raw,20.0,Novice,113.17,125,,132.5,,102.5,,167.5,402.5,1,234.9
129,1,Tim Monday,M,Raw,19.0,T3,113.85,125,,,,117.5,,222.5,340.0,1,198.1
130,1,Rick Streb,M,Multi-ply,60.0,M5,116.12,125,,,,257.5,,,257.5,1,149.24
131,1,Rick Streb,M,Multi-ply,60.0,Open,116.12,125,,,,257.5,,,257.5,1,149.24
132,1,Rich McDowell,M,Multi-ply,49.0,M2,121.56,125,,,,,,,,DQ,
133,1,Tyler Muniz,M,Raw,27.0,Open,134.35,140,,250.0,,175.0,,272.5,697.5,1,392.28
134,1,Ethan Burge,M,Raw,23.0,Novice,126.55,140,,,,,,,,DQ,
135,1,Ethan Burge,M,Raw,23.0,Novice,126.55,140,,,,150.0,,292.5,442.5,1,251.54
136,1,Ethan Burge,M,Raw,23.0,Novice,126.55,140,,,,150.0,,,150.0,1,85.27
137,1,Kole Carter,M,Raw,54.0,Open,160.03,140+,,,,250.0,,,250.0,1,137.05
138,1,Kole Carter,M,Raw,54.0,M3,160.03,140+,,,,250.0,,,250.0,1,137.05
139,2,Kejajuan Collington,M,Raw,32.0,M-OBR-T,66.63,67.5,,,,170.1,,,170.1,1,132.53
140,2,Jeremy Seff,M,Raw,25.0,M-OBR-T,66.09,67.5,,,,161.03,,,161.03,2,126.3
141,2,Bryan Glynn,M,Raw,24.0,M-NBR-X,81.65,82.5,,,,149.69,,,149.69,1,100.91
142,2,Hannah Cochran,F,Raw,28.0,F-NBR-X,72.94,75,,,,54.43,,,54.43,1,52.67
143,2,Cathy Cranford,F,Raw,56.0,F-M4FX-X,85.5,90,,68.04,,43.09,,102.06,213.19,1,188.47
144,2,Lindsay Seamans,F,Wraps,31.0,F-OFRC-T,51.66,52,,90.72,,43.09,,92.99,226.8,1,284.17
145,2,Tricia Emrich,F,Wraps,44.0,F-M1FRC-X,83.78,90,,117.93,,68.04,,129.27,315.25,1,281.49
146,2,Taylor Nugent,F,Wraps,25.0,F-OFRC-U,58.74,60,,83.91,,47.63,,124.74,256.28,1,290.48
147,2,Maureen Clary,F,Raw,60.0,F-OFR-U,67.31,67.5,,120.2,,95.25,,138.35,353.8,2,361.83
148,2,Maureen Clary,F,Raw,60.0,F-M6FX-X,67.31,67.5,,120.2,,95.25,,138.35,353.8,1,361.83
149,2,Victoria Renfroe,F,Raw,19.0,F-T3FX-X,81.92,82.5,,115.67,,68.04,,149.69,333.39,1,301.15
150,2,Caitlin Cardone,F,Wraps,25.0,F-OFRC-T,56.97,60,,136.08,,74.84,,147.42,358.34,1,415.99
151,2,Hannah Cochran,F,Wraps,28.0,F-NFRC-X,72.94,75,,120.2,,54.43,,151.95,326.59,1,316.05
152,2,Dawn Bogart,F,Raw,42.0,F-OFR-U,58.97,60,,136.08,,92.99,,158.76,387.82,1,438.23
153,2,Dawn Bogart,F,Wraps,42.0,F-M1FRC-X,58.97,60,,136.08,,92.99,,158.76,387.82,1,438.23
154,2,Nadia Zebouni,F,Raw,27.0,F-NFR-X,58.06,60,,90.72,,65.77,,147.42,303.91,1,347.61
155,2,Courtney Guerrieri,F,Raw,27.0,F-OFR-U,65.41,67.5,,163.29,,90.72,,158.76,412.77,1,431.03
156,2,Alexis Eliopoulos,F,Wraps,30.0,F-OFRC-U,87.54,90,,161.03,,115.67,,183.7,460.4,1,402.6
157,2,Kevin Gingerich,M,Raw,32.0,M-NFR-X,71.3,75,,124.74,,97.52,,154.22,376.48,2,278.23
158,2,Kevin Scarborough,M,Wraps,23.0,M-OFRC-U,73.75,75,,149.69,,136.08,,167.83,453.59,1,327.06
159,2,Bryan Glynn,M,Raw,24.0,M-NFR-X,81.65,82.5,,165.56,,149.69,,190.51,505.76,2,340.94
160,2,Juan Bollo,M,Raw,20.0,M-NFR-X,70.99,75,,156.49,,111.13,,199.58,467.2,1,346.41
161,2,Nathan Smith,M,Raw,22.0,M-OFR-T,74.75,75,,161.03,,127.01,,210.92,498.95,1,356.36
162,2,Kevin Londe,M,Raw,23.0,M-NFR-X,79.92,82.5,,181.44,,115.67,,226.8,523.9,1,357.89
163,2,Jeremy Seff,M,Raw,25.0,M-OFR-T,66.09,67.5,,165.56,,161.03,,229.06,555.65,1,435.81
164,2,Jeremy Seff,M,Raw,25.0,M-OBR-T,66.09,67.5,,,,161.03,,,161.03,2,126.3
165,2,Brian Welch,M,Raw,39.0,M-OFR-T,81.6,82.5,,176.9,,120.2,,240.4,537.51,1,362.48
166,2,Derek Selles,M,Wraps,32.0,M-OFRC-T,82.05,82.5,,215.46,,124.74,,240.4,580.6,3,390.23
167,2,Michael Mahaffey,M,Wraps,42.0,M-OFRC-U,81.47,82.5,,249.48,,158.76,,244.94,653.17,2,440.9
168,2,Maurice McFadden,M,Wraps,25.0,M-OFRC-T,80.06,82.5,,251.74,,149.69,,256.28,657.71,1,448.81
169,2,Kejajuan Collington,M,Raw,32.0,M-OBR-T,66.63,67.5,,,,170.1,,,170.1,1,132.53
170,2,Kejajuan Collington,M,Wraps,32.0,M-OFRC-T,67.13,67.5,,,,170.1,,,,DQ,
171,2,Bryan Glynn,M,Raw,24.0,M-NBR-X,81.65,82.5,,,,149.69,,,149.69,1,100.91
172,2,Hannah Cochran,F,Raw,28.0,F-NBR-X,72.94,75,,,,54.43,,,54.43,1,52.67
173,2,Al Reiss,M,Raw,61.0,M-M5FR-X,99.79,100,,158.76,,106.59,,167.83,433.18,1,263.85
174,2,Jacob Hunt,M,Raw,17.0,M-T2FR-X,87.27,90,,156.49,,97.52,,192.78,446.79,1,289.87
175,2,Dean Smith,M,Raw,29.0,M-ODRC-X,86.95,90,,,,,,210.92,210.92,1,137.12
176,2,Spencer Bramble,M,Raw,19.0,M-T3PR-X,89.18,90,,,,149.69,,222.26,371.95,1,238.57
177,2,David Luu,M,Wraps,19.0,M-T3FRC-X,95.66,100,,226.8,,127.01,,231.33,585.13,1,362.84
178,2,Tim Workman,M,Raw,23.0,M-OPR-X,89.81,90,,,,188.24,,226.8,415.04,1,265.24
179,2,Corey McManus,M,Raw,39.0,M-OFR-U,88.9,90,,181.44,,192.78,,244.94,619.15,2,397.77
180,2,Jeff Beckham,M,Wraps,45.0,M-M2FRC-X,95.66,100,,240.4,,165.56,,226.8,632.76,1,392.37
181,2,Jeff Beckham,M,Wraps,45.0,M-OFRC-U,95.66,100,,240.4,,165.56,,226.8,632.76,2,392.37
182,2,Michael Cooper,M,Wraps,22.0,M-OFRC-U,99.79,100,,285.76,,195.04,,258.55,739.36,1,450.35
183,2,John Rabon,M,Wraps,28.0,M-OFRC-U,89.58,90,,274.42,,158.76,,258.55,691.73,1,442.65
184,2,Jon Parker,M,Raw,27.0,M-MPFFR-X,93.39,100,,210.92,,163.29,,260.82,635.03,1,398.13
185,2,Jon Parker,M,Wraps,27.0,M-OFRC-U,93.39,100,,210.92,,163.29,,260.82,635.03,2,398.13
186,2,Kevin Hall,M,Wraps,23.0,M-SOFRC-X,133.63,140,,222.26,,147.42,,276.69,646.37,1,363.85
187,2,Wayne VanNostrand,M,Raw,46.0,M-M2PR-X,132.18,140,,,,260.82,,272.16,532.97,1,300.57
188,2,Shane Langston,M,Raw,31.0,M-OFR-U,99.02,100,,285.76,,199.58,-317.51,306.17,791.52,1,483.63
189,2,Dallas Norris,M,Wraps,35.0,M-OFRC-U,89.49,90,,317.51,,174.63,,301.64,793.79,1,508.23
190,2,Robert David Sr,M,Raw,46.0,M-M2DR-X,139.03,140,,,,,,308.44,308.44,1,172.54
191,2,Robert David Sr,M,Raw,46.0,M-M2PR-X,139.03,140,,,,208.65,,308.44,517.1,1,289.26
192,2,Jeff Jasek,M,Raw,31.0,M-NFR-X,120.56,125,,183.7,,138.35,,229.06,551.11,1,316.51
193,2,Mark Brewer,M,Multi-ply,44.0,M-M1FG-X,107.73,110,,183.7,,154.22,,249.48,587.4,2,347.97
194,2,Michael Brooks,M,Wraps,27.0,M-MPFFRC-X,109.09,125,,226.8,,151.95,,256.28,635.03,1,374.68
195,2,Joshua DesVoignes,M,Wraps,33.0,M-OFRC-U,104.6,110,,215.46,,167.83,,260.82,644.1,2,385.4
196,2,Jason Cantrell,M,Wraps,35.0,M-OFRC-T,133.36,140,,254.01,,215.46,,263.08,732.55,1,412.5
197,2,Joe Nielsen,M,Raw,26.0,M-OPR-X,131.13,140,,,,204.12,,272.16,476.27,1,268.96
198,2,Harold Collins,M,Wraps,58.0,M-M4FRC-X,172.37,140+,,319.78,,183.7,,272.16,775.64,1,420.35
199,2,Kyle Herbert,M,Raw,30.0,M-OFR-U,123.56,125,,285.76,,192.78,,274.42,752.96,2,430.1
200,2,Ryan Daining,M,Wraps,24.0,M-OFRC-U,109.72,110,,331.12,,176.9,,263.08,771.11,1,454.15
201,2,Will Wooten,M,Wraps,26.0,M-OFRC-U,114.26,125,,226.8,,151.95,,278.96,657.71,2,382.83
202,2,Nathan Robbins,M,Wraps,24.0,M-OFRC-U,124.1,125,,306.17,,197.31,,288.03,791.52,1,451.71
203,2,Curtis Rabon,M,Wraps,58.0,M-M4FRC-X,123.47,125,,319.78,,199.58,,306.17,825.54,1,471.63
204,2,Curtis Rabon,M,Wraps,58.0,M-OFRC-U,123.47,125,,319.78,,199.58,,306.17,825.54,1,471.63
205,2,Barron Henderson,M,Multi-ply,39.0,M-OFE-U,122.65,125,,340.19,,176.9,,308.44,825.54,1,472.3
206,2,Willis Lewis,M,Multi-ply,44.0,M-M1FE-X,109.13,110,,238.14,,188.24,,299.37,725.75,1,428.15
207,2,Willis Lewis,M,Multi-ply,44.0,M-ODE-X,109.13,110,,,,,,299.37,299.37,1,176.61
208,2,Logan Ibele,M,Raw,22.0,M-ODR-X,119.75,125,,,,,,317.51,317.51,1,182.63
209,2,Brian Hill,M,Multi-ply,28.0,M-OFG-U,108.14,110,,415.04,,283.5,,356.07,1054.6,1,623.96
210,2,Nicholas Acree,M,Wraps,25.0,M-OFRC-U,163.29,140+,,340.19,,238.14,,374.21,952.54,1,520.61
211,2,Desi Hubbard,M,Multi-ply,31.0,M-OFG-U,107.91,110,,,,,,,,DQ,
212,2,Tim Smith,M,Raw,58.0,M-M4BX-X,88.27,90,,,,136.08,,,136.08,1,87.75
213,2,Harry Wotring,M,Raw,54.0,M-M3BX-X,109.27,110,,,,229.06,,,229.06,1,135.08
214,2,Franklin Davis,M,Raw,55.0,M-M4BX-X,95.66,100,,,,174.63,,,174.63,1,108.29
215,2,Robert David Sr,M,Raw,46.0,M-M2BR-X,139.03,140,,,,208.65,,,208.65,1,116.72
216,2,Clark Bobo,M,Raw,27.0,M-OBR-U,122.33,125,,,,222.26,,,222.26,1,127.23
217,2,Clark Bobo,M,Raw,27.0,M-OBR-U,122.33,125,,,,222.26,,,222.26,1,127.23
218,2,Tim Smith,M,Raw,58.0,M-M4BX-X,88.27,90,,,,136.08,,,136.08,1,87.75
219,2,Franklin Davis,M,Raw,55.0,M-M4BX-X,95.66,100,,,,174.63,,,174.63,1,108.29
220,2,Harry Wotring,M,Raw,54.0,M-M3BX-X,109.27,110,,,,229.06,,,229.06,1,135.08
221,2,Robert David Sr,M,Raw,46.0,M-M2BR-X,139.03,140,,,,208.65,,,208.65,1,116.72
222,2,Robert David Sr,M,Raw,46.0,M-M2DR-X,139.03,140,,,,,,308.44,308.44,1,172.54
223,2,Dean Smith,M,Raw,29.0,M-ODRC-X,86.95,90,,,,,,210.92,210.92,1,137.12
224,2,Logan Ibele,M,Raw,22.0,M-ODR-X,119.75,125,,,,,,317.51,317.51,1,182.63
225,2,Willis Lewis,M,Multi-ply,44.0,M-ODE-X,109.13,110,,,,,,299.37,299.37,1,176.61
226,2,Spencer Bramble,M,Raw,19.0,M-T3PR-X,89.18,90,,,,149.69,,222.26,371.95,1,238.57
227,2,Tim Workman,M,Raw,23.0,M-OPR-X,89.81,90,,,,188.24,,226.8,415.04,1,265.24
228,2,Joe Nielsen,M,Raw,26.0,M-OPR-X,131.13,140,,,,204.12,,272.16,476.27,1,268.96
229,2,Wayne VanNostrand,M,Raw,46.0,M-M2PR-X,132.18,140,,,,260.82,,272.16,532.97,G,300.57
230,2,Robert David Sr,M,Raw,46.0,M-M2PR-X,139.03,140,,,,208.65,,308.44,517.1,1,289.26
231,3,Sujata Bhakat,F,Raw,49.0,F-OPR-X,81.65,82.5,,,,70.31,,124.74,195.04,1,176.49
232,3,Sujata Bhakat,F,Raw,49.0,F-M2PR-X,81.65,82.5,,,,70.31,,124.74,195.04,1,176.49
